OBEC, ULICA, PSC, DPOSTA, OKRES
 Ábelová;;985 13;Ábelová;Lučenec
  Banská Štiavnica;Klinger;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Kolpašská;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Koncová;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;kpt. Nálepku;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Kríková;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Krížna;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Križovatka;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Kutnohorská;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Kysihýbelská;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Exnára;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;L. Novomeského;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Lesnícka;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Lintich;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Ľ. Podjavorinskej;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Ľ. Štúra;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;L. Svobodu;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;M. Hattalu;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Malá okružná;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Malé trhovisko;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;M. Benku;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Kukučína;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;M. Rázusa;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Mierová;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;M. Hodžu;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Michalská;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Mládežnícka;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;MUDr. Straku;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Na Mária šachtu;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Na Matej štôlňu;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Na Maximilián šachtu;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Na Žigmund šachtu;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Nad Rozgrundom;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Nám. padlých hrdinov;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Nám. sv. Trojice;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Novozámocká;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Obchodná;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Obrancov mieru;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Okrúhla;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Osadná;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Ovocná;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Partizánska;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Pátrovská;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Dobšinského;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Kyrmezera;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Hviezdoslavova;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Jilemnického;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Pletiarska;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Pod Červenou studňou;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Pod Kalváriou;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Pod Paradajzom;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Pod Trojickým vrchom;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Podhájska;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Poľnohospodárska;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Poľovnícka;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Potočná;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Povrazník;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Požiarnická;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Radničné nám.;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Rakytová;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Remeselnícka;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Robotnícka;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Roľnícka;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;R. Debnárika;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;S. Chalupku;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Mikovíniho;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Slovanská;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;SNP;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Spojná;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Srnčia;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Staničná;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Staromestská;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Staronová;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Starozámocká;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Stratená;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Strieborná;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Vajanského;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Školská;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Šobov;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Špitálska;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Športová;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Krčméryho;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Š. Moyzesa;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Tabaková;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Trate mládeže;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Učiteľská;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Údolná;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Úvozná;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Úzka;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Václavekovej;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Vilová;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Vodárenská;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Výskumnícka;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Záhradná;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Zvonová;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banská Štiavnica;Železničiarska;969 01;Banská Štiavnica 1;Banská Štiavnica
  Banský Studenec;;969 01;Banská Štiavnica 1;Banská Štiavnica
  Barca;;982 51;Figa;Rimavská Sobota
  Bartošova Lehôtka;;967 01;Kremnica 1;Žiar nad Hronom
  Bátka;;980 21;Bátka;Rimavská Sobota
  Bátorová;;991 26;Nenince;Veľký Krtíš
  Bečov;;974 01;Banská Bystrica 1;Banská Bystrica
  Behynce;;982 01;Tornaľa;Revúca
  Belín;;980 01;Rimavské Janovce;Rimavská Sobota
  Belina;;986 01;Fiľakovo;Lučenec
  Beluj;;969 01;Banská Štiavnica 1;Banská Štiavnica
  Beňuš;;976 64;Beňuš;Brezno
  Biele Vody;;976 53;Lom nad Rimavicou;Brezno
  Biskupice;;986 01;Fiľakovo;Lučenec
  Blhovce;;980 32;Blhovce;Rimavská Sobota
  Boľkovce;;984 01;Lučenec 1;Lučenec
  Bottovo;;980 41;Dubovec;Rimavská Sobota
  Brádno;;982 67;Rovné;Rimavská Sobota
  Bratkovica;;962 05;Hriňová;Detva
  Braväcovo;;976 64;Beňuš;Brezno
  Brehy;;968 01;Nová Baňa;Žarnovica
  Brestina;;985 53;Mýtna;Lučenec
  Breziny;;962 61;Dobrá Niva;Zvolen
  Breznička;;985 02;Breznička;Poltár
  Brezno;9. mája;977 03;Brezno 3;Brezno
  Brezno;Babinec;977 01;Brezno 1;Brezno
  Brezno;Balda;977 01;Brezno 1;Brezno
  Brezno;Banisko;977 01;Brezno 1;Brezno
  Brezno;Baštova;977 01;Brezno 1;Brezno
  Brezno;Bottova;977 01;Brezno 1;Brezno
  Brezno;Boženy Němcovej;977 01;Brezno 1;Brezno
  Brezno;Brezenská;977 01;Brezno 1;Brezno
  Brezno;Budovateľská;977 03;Brezno 3;Brezno
  Brezno;Bystrá;977 01;Brezno 1;Brezno
  Brezno;Cesta osloboditeľov;977 03;Brezno 3;Brezno
  Brezno;Cintorínska;977 01;Brezno 1;Brezno
  Brezno;Černákova;977 01;Brezno 1;Brezno
  Brezno;ČSA;977 01;Brezno 1;Brezno
  Brezno;Dolná;977 03;Brezno 3;Brezno
  Brezno;Dr. Clementisa;977 01;Brezno 1;Brezno
  Brezno;Dvoriská;977 01;Brezno 1;Brezno
  Brezno;E. M. Šoltésovej;977 01;Brezno 1;Brezno
  Brezno;Fraňa Kráľa;977 01;Brezno 1;Brezno
  Brezno;Fučíkova;977 01;Brezno 1;Brezno
  Brezno;Glianska;977 01;Brezno 1;Brezno
  Brezno;Hlavina;977 01;Brezno 1;Brezno
  Brezno;Hlboká;977 03;Brezno 3;Brezno
  Brezno;Hliník;977 01;Brezno 1;Brezno
  Brezno;Horná;977 03;Brezno 3;Brezno
  Brezno;Hradby;977 01;Brezno 1;Brezno
  Brezno;Hronská;977 01;Brezno 1;Brezno
  Brezno;Hviezdoslavova;977 01;Brezno 1;Brezno
  Brezno;Chalupkova;977 01;Brezno 1;Brezno
  Brezno;Jarabá;977 01;Brezno 1;Brezno
  Brezno;Jarmočisko;977 01;Brezno 1;Brezno
  Brezno;Jelšová;977 01;Brezno 1;Brezno
  Brezno;Jesenského;977 01;Brezno 1;Brezno
  Brezno;Jilemnického;977 01;Brezno 1;Brezno
  Brezno;Kiepka;977 01;Brezno 1;Brezno
  Brezno;Klepuš;977 01;Brezno 1;Brezno
  Brezno;Kozlovo;977 01;Brezno 1;Brezno
  Brezno;Kozmonautov;977 01;Brezno 1;Brezno
  Brezno;Kôšikovo;977 01;Brezno 1;Brezno
  Brezno;Krátka;977 03;Brezno 3;Brezno
  Brezno;Krčulova;977 01;Brezno 1;Brezno
  Brezno;Kriváň;977 01;Brezno 1;Brezno
  Brezno;Kukučínova;977 01;Brezno 1;Brezno
  Brezno;Kuzmányho;977 01;Brezno 1;Brezno
  Brezno;Ladislava Sáru;977 01;Brezno 1;Brezno
  Brezno;Laskomerského;977 01;Brezno 1;Brezno
  Brezno;Lesná;977 01;Brezno 1;Brezno
  Brezno;Lichardova;977 01;Brezno 1;Brezno
  Brezno;Lučky;977 01;Brezno 1;Brezno
  Brezno;Lúčna;977 03;Brezno 3;Brezno
  Brezno;Máj. povst. čes. ľud;977 03;Brezno 3;Brezno
  Brezno;Malinovského;977 01;Brezno 1;Brezno
  Brezno;Martina Benku;977 03;Brezno 3;Brezno
  Brezno;Mládežnícka;977 03;Brezno 3;Brezno
  Brezno;Mliekárenská;977 03;Brezno 3;Brezno
  Brezno;Mostárenská;977 03;Brezno 3;Brezno
  Brezno;Moyzesova;977 01;Brezno 1;Brezno
  Brezno;Nábr. Dukel. hrdinov;977 01;Brezno 1;Brezno
  Brezno;Nábr. Jána Čipku;977 01;Brezno 1;Brezno
  Brezno;Nálepkova;977 01;Brezno 1;Brezno
  Brezno;Nám. g. M. R. Štefán;977 01;Brezno 1;Brezno
  Brezno;Nová;977 03;Brezno 3;Brezno
  Brezno;Okružná;977 01;Brezno 1;Brezno
  Brezno;Padličkovo;977 01;Brezno 1;Brezno
  Brezno;Pestovateľská;977 01;Brezno 1;Brezno
  Brezno;Pionierska;977 01;Brezno 1;Brezno
  Brezno;Pod Hôrkou;977 01;Brezno 1;Brezno
  Brezno;Podkoreňová;977 01;Brezno 1;Brezno
  Brezno;Poľná;977 03;Brezno 3;Brezno
  Brezno;Potočná;977 03;Brezno 3;Brezno
  Brezno;Predné Halny;977 01;Brezno 1;Brezno
  Brezno;Rázusova;977 01;Brezno 1;Brezno
  Brezno;Rohozná;977 01;Brezno 1;Brezno
  Brezno;Rovne;977 03;Brezno 3;Brezno
  Brezno;Sekurisova;977 01;Brezno 1;Brezno
  Brezno;Sládkovičova;977 01;Brezno 1;Brezno
  Brezno;SNP;977 01;Brezno 1;Brezno
  Brezno;Staničná;977 01;Brezno 1;Brezno
  Brezno;Stromová;977 01;Brezno 1;Brezno
  Brezno;Šiašovo;977 01;Brezno 1;Brezno
  Brezno;Školská;977 01;Brezno 1;Brezno
  Brezno;Šramkova;977 01;Brezno 1;Brezno
  Brezno;Štúrova;977 01;Brezno 1;Brezno
  Brezno;štvrť L. Novomeského;977 01;Brezno 1;Brezno
  Brezno;Švermova;977 01;Brezno 1;Brezno
  Brezno;Tehelná;977 01;Brezno 1;Brezno
  Brezno;Tisovská cesta;977 01;Brezno 1;Brezno
  Brezno;Vagnárska;977 01;Brezno 1;Brezno
  Brezno;Vránskeho;977 01;Brezno 1;Brezno
  Brezno;Vrbová;977 03;Brezno 3;Brezno
  Brezno;Zadné Hálny;977 01;Brezno 1;Brezno
  Brezno;Záhradná;977 01;Brezno 1;Brezno
  Brezno;Zúbrik;977 01;Brezno 1;Brezno
  Brezno;Železničná;977 01;Brezno 1;Brezno
  Brezno;Židlovo;977 01;Brezno 1;Brezno
  Bruchačka;;976 51;Horná Lehota pri Brezne;Brezno
  Brusník;;982 65;Ratková;Revúca
  Brusník;;991 01;Senné;Veľký Krtíš
  Brusno;;976 62;Brusno;Banská Bystrica
  Brusno - kúpele;;976 62;Brusno;Banská Bystrica
  Budča;;962 33;Budča;Zvolen
  Budička;;962 34;Tŕnie;Zvolen
  Budikovany;;980 23;Teplý Vrch;Rimavská Sobota
  Budiná;;985 12;Tuhár;Lučenec
  Bujakovo;;977 01;Brezno;Brezno
  Bukovec;;991 02;Dolná Strehová;Veľký Krtíš
  Bukovina;;966 01;Hliník nad Hronom;Žiar nad Hronom
  Bukovina;;968 01;Nová Baňa;Žarnovica
  Bukovinka;;985 51;Podkriváň;Detva
  Bulhary;;986 01;Fiľakovo;Lučenec
  Bušince;;991 22;Bušince;Veľký Krtíš
  Buzitka;;985 41;Šávoľ;Lučenec
  Bystrá;;977 01;Brezno;Brezno
  Bystrička;;985 24;Rovňany;Poltár
  Bzenica;;966 01;Hliník nad Hronom;Žiar nad Hronom
  Bzovík;;962 41;Bzovík;Krupina
  Bzovská Lehôtka;;962 62;Sása;Zvolen
  Cakov;;980 42;Rimavská Seč;Rimavská Sobota
  Cerovo;;962 52;Cerovo pri Krupine;Krupina
  Cinobaňa;;985 22;Cinobaňa;Poltár
  Čabradský Vrbovok;;962 51;Čabradský Vrbovok;Krupina
  Čačín;;974 01;Banská Bystrica 1;Banská Bystrica
  Čakanovce;;985 58;Radzovce;Lučenec
  Čamovce;;986 01;Fiľakovo;Lučenec
  Čebovce;;991 25;Čebovce;Veľký Krtíš
  Čechánky;;985 45;Látky;Detva
  Čekovce;;962 41;Bzovík;Krupina
  Čeláre;;991 22;Bušince;Veľký Krtíš
  Čelovce;;991 41;Čelovce;Veľký Krtíš
  Čerenčany;;979 01;Rimavská Sobota 1;Rimavská Sobota
  Čerín;;974 01;Banská Bystrica 1;Banská Bystrica
  Červeň;;985 02;Breznička;Poltár
  Červená Skala;;976 71;Šumiac;Brezno
  Červeňany;;049 64;Sirk;Revúca
  Červeňany;;991 01;Senné;Veľký Krtíš
  České Brezovo;;985 03;České Brezovo;Poltár
  Čierny Balog;;976 52;Čierny Balog;Brezno
  Čierny Potok;;980 31;Hodejov;Rimavská Sobota
  Číž;;980 43;Číž;Rimavská Sobota
  Číž - kúpele;;980 43;Číž;Rimavská Sobota
  Dačov Lom;;991 35;Dačov Lom;Veľký Krtíš
  Dekýš;;969 01;Banská Štiavnica 1;Banská Štiavnica
  Detva;;962 12;Detva-Sídlisko;Detva
  Detva - sídlisko;;962 12;Detva-Sídlisko;Detva
  Detvianska Huta;;962 05;Hriňová;Detva
  Devičie;;962 65;Hontianske Nemce;Krupina
  Diel;;985 53;Mýtna;Lučenec
  Divín;;985 52;Divín;Lučenec
  Divínske Lazy;;985 52;Divín;Lučenec
  Dobrá Niva;;962 61;Dobrá Niva;Zvolen
  Dobroč;;976 52;Čierny Balog;Brezno
  Dobroč;;985 53;Mýtna;Lučenec
  Dobrý Potok;;985 26;Málinec;Poltár
  Dolinka;;991 28;Vinica;Veľký Krtíš
  Dolinky;;962 63;Pliešovce 1;Zvolen
  Dolná Bzová;;985 51;Podkriváň;Detva
  Dolná Lehota;;976 98;Lopej;Brezno
  Dolná Mičiná;;974 01;Banská Bystrica 1;Banská Bystrica
  Dolná Môlča;;974 01;Banská Bystrica 1;Banská Bystrica
  Dolná Strehová;;991 02;Dolná Strehová;Veľký Krtíš
  Dolná Trnávka;;966 21;Lovča;Žiar nad Hronom
  Dolná Ves;;967 01;Kremnica 1;Žiar nad Hronom
  Dolná Ždaňa;;966 01;Hliník nad Hronom;Žiar nad Hronom
  Dolné Breziny;;962 61;Dobrá Niva;Zvolen
  Dolné Hámre;;966 61;Hodruša-Hámre 1;Žarnovica
  Dolné Mladonice;;962 41;Bzovík;Krupina
  Dolné Plachtince;;991 24;Dolné Plachtince;Veľký Krtíš
  Dolné Príbelce;;991 25;Čebovce;Veľký Krtíš
  Dolné Rykynčice;;962 55;Rykynčice;Krupina
  Dolné Strháre;;991 03;Pôtor;Veľký Krtíš
  Dolné Zahorany;;985 42;Veľké Dravce;Rimavská Sobota
  Dolný Badín;;962 51;Čabradský Vrbovok;Krupina
  Dolný Harmanec;;976 03;Harmanec;Banská Bystrica
  Dolný Jalšovík;;962 41;Bzovík;Krupina
  Dolný Jelenec;;976 02;Staré Hory;Banská Bystrica
  Dolný Tisovník;;962 75;Horný Tisovník;Detva
  Domaníky;;962 65;Hontianske Nemce;Krupina
  Donovaly;;976 39;Donovaly;Banská Bystrica
  Dora;;985 41;Šávoľ;Lučenec
  Drábsko;;976 53;Lom nad Rimavicou;Brezno
  Dražice;;980 23;Teplý Vrch;Rimavská Sobota
  Drážovce;;962 68;Hontianske Tesáre;Krupina
  Drienčany;;980 23;Teplý Vrch;Rimavská Sobota
  Drienovo;;962 51;Čabradský Vrbovok;Krupina
  Drňa;;980 03;Šimonovce;Rimavská Sobota
  Drnava;;991 02;Dolná Strehová;Veľký Krtíš
  Držkovce;;982 62;Gemerská Ves;Revúca
  Ďubákovo;;985 07;Šoltýska;Poltár
  Dubno;;980 35;Gemerský Jablonec;Rimavská Sobota
  Dubová;;976 97;Nemecká nad Hronom;Brezno
  Dubové;;962 61;Dobrá Niva;Zvolen
  Dubovec;;980 41;Dubovec;Rimavská Sobota
  Dúbrava;;991 02;Dolná Strehová;Veľký Krtíš
  Dúbravica;;976 33;Poniky;Banská Bystrica
  Dúbravy;;962 12;Detva - sídlisko;Detva
  Dudince;;962 71;Dudince;Krupina
  Duchenec;;962 52;Cerovo pri Krupine;Krupina
  Dulovo;;980 21;Bátka;Rimavská Sobota
  Ďurkovce;;991 27;Kamenné Kosihy;Veľký Krtíš
  Dúžava;;979 01;Rimavská Sobota 1;Rimavská Sobota
  Dvorníky;;962 68;Hontianske Tesáre;Krupina
  Fajtov;;976 52;Čierny Balog;Brezno
  Figa;;982 51;Figa;Rimavská Sobota
  Fiľakovo;;986 01;Fiľakovo;Lučenec
  Fiľakovské Kľačany;;986 01;Fiľakovo;Lučenec
  Fiľakovské Kováče;;986 01;Fiľakovo;Lučenec
  Filier;;982 66;Ratkovské Bystré;Revúca
  Filipovo;;976 64;Beňuš;Brezno
  Gašparovo;;976 64;Beňuš;Brezno
  Gemer;;982 01;Tornaľa;Revúca
  Gemerček;;980 31;Hodejov;Rimavská Sobota
  Gemerská Ves;;982 62;Gemerská Ves;Revúca
  Gemerské Dechtáre;;980 04;Hostice;Rimavská Sobota
  Gemerské Michalovce;;982 52;Nižná Kaloša;Rimavská Sobota
  Gemerské Teplice;;049 16;Jelšava;Revúca
  Gemerský Jablonec;;980 35;Gemerský Jablonec;Rimavská Sobota
  Gemerský Milhosť;;049 16;Jelšava;Revúca
  Gemerský Sad;;049 13;Hucín;Revúca
  Glabušovce;;991 22;Bušince;Veľký Krtíš
  Gortva;;980 02;Jesenské;Rimavská Sobota
  Gregorova Vieska;;985 56;Tomášovce;Lučenec
  Gregorovce;;982 52;Nižná Kaloša;Revúca
  Hačava;;981 01;Hnúšťa 1;Rimavská Sobota
  Hájiky - Maky;;987 01;Poltár;Poltár
  Hajnáčka;;980 33;Hajnáčka;Rimavská Sobota
  Hájniky;;962 31;Sliač;Zvolen
  Halič;;985 11;Halič;Lučenec
  Hámor;;976 66;Polomka;Brezno
  Hámre - Dolné Hámre;;966 61;Hodruša-Hámre 1;Žarnovica
  Hámre - Horné Hámre;;966 71;Horné Hámre;Žarnovica
  Harmanec;;976 03;Harmanec;Banská Bystrica
  Heľpa;;976 68;Heľpa;Brezno
  Herman;;985 53;Mýtna;Lučenec
  Hiadeľ;;976 61;Lučatín;Banská Bystrica
  Hliník nad Hronom;;966 01;Hliník nad Hronom;Žiar nad Hronom
  Hnúšťa;;981 01;Hnúšťa 1;Rimavská Sobota
  Hodejov;;980 31;Hodejov;Rimavská Sobota
  Hodejovec;;980 02;Jesenské;Rimavská Sobota
  Hodruša - Hámre;;966 63;Hodruša-Hámre 3;Žarnovica
  Holiša;;985 57;Holiša;Lučenec
  Hontianske Moravce;;962 71;Dudince;Krupina
  Hontianske Nemce;;962 65;Hontianske Nemce;Krupina
  Hontianske Tesáre;;962 68;Hontianske Tesáre;Krupina
  Horná Hriňová;;962 05;Hriňová;Detva
  Horná Lehota;;976 81;Podbrezová;Brezno
  Horná Mičiná;;974 01;Banská Bystrica 1;Banská Bystrica
  Horná Môlča;;974 01;Banská Bystrica 1;Banská Bystrica
  Horná Strehová;;991 02;Dolná Strehová;Veľký Krtíš
  Horná Trnávka;;966 01;Hliník nad Hronom;Žiar nad Hronom
  Horná Ves;;967 01;Kremnica 1;Žiar nad Hronom
  Horná Ždaňa;;966 04;Horná Ždaňa;Žiar nad Hronom
  Horné Breziny;;962 61;Dobrá Niva;Zvolen
